SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
25-Aug-2016, 126.23, $1321.30, 95.427130, 126.08786889, 126.183, $126.21, 0.0212%, 5423123, 30755253.28, 956.59, 40625511358.36
26-Aug-2016, 126.05, $1318.75, 95.426040, 125.84308605, 126.120, $126.07, -0.0395%, 17622333, 30755253.28, 956.59, 40546642324.94
29-Aug-2016, 126.30, $1318.75, 95.422910, 125.83896009, 126.278, $126.28, 0.0017%, 4858196, 30755253.28, 956.59, 40545312941.36
30-Aug-2016, 125.03, $1318.15, 95.421850, 125.78031308, 125.103, $125.04, -0.0502%, 9357171, 30717084.54, 955.40, 40476104748.25
31-Aug-2016, 124.78, $1309.25, 95.420590, 124.92940746, 124.886, $124.79, -0.0772%, 12884971, 30325860.13, 943.23, 39690072751.22
01-Sep-2016, 125.29, $1309.50, 95.419550, 124.95190545, 125.314, $125.30, -0.0116%, 11732120, 30154104.94, 937.89, 39472306940.80
02-Sep-2016, 126.57, $1324.70, 95.418910, 126.40143379, 126.506, $126.56, 0.0424%, 10812695, 30154104.94, 937.89, 39930212935.27
05-Sep-2016, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
06-Sep-2016, 128.71, $1337.25, 95.415100, 127.59384843, 128.720, $128.72, 0.0002%, 13620009, 30612097.42, 952.14, 40919347161.98
07-Sep-2016, 128.27, $1348.35, 95.414380, 128.65198168, 128.337, $128.29, -0.0367%, 6488409, 30601670.14, 951.81, 41258690523.70
08-Sep-2016, 127.59, $1343.40, 95.413310, 128.17824446, 127.653, $127.60, -0.0419%, 9831780, 30563504.82, 950.62, 41055491701.10
09-Sep-2016, 126.71, $1330.85, 95.412190, 126.97931693, 126.817, $126.75, -0.0529%, 11146040, 30220020.93, 939.94, 40214349686.80
12-Sep-2016, 126.58, $1324.60, 95.409010, 126.37877528, 126.603, $126.59, -0.0103%, 11028770, 30220020.93, 939.94, 40024158131.33
13-Sep-2016, 125.75, $1323.65, 95.407960, 126.28674456, 125.767, $125.74, -0.0213%, 8674113, 30076908.99, 935.49, 39805581883.33
14-Sep-2016, 126.18, $1321.75, 95.406900, 126.10406519, 126.176, $126.17, -0.0045%, 5767081, 30076908.99, 935.49, 39748001347.11
15-Sep-2016, 125.37, $1310.80, 95.405730, 125.05783118, 125.330, $125.37, 0.0321%, 12721757, 29971962.69, 932.22, 39280664774.67
16-Sep-2016, 125.06, $1308.35, 95.404660, 124.82268377, 124.975, $125.10, 0.0998%, 18588752, 30305879.00, 942.61, 39643685725.92
19-Sep-2016, 125.32, $1314.85, 95.401630, 125.43882874, 125.272, $125.32, 0.0384%, 4493821, 30305879.00, 942.61, 39839372007.80
20-Sep-2016, 125.44, $1313.80, 95.400570, 125.33726631, 125.390, $125.43, 0.0321%, 5345152, 30181858.26, 938.75, 39644177330.15
21-Sep-2016, 127.27, $1326.10, 95.399720, 126.50956959, 127.258, $127.30, 0.0326%, 13321174, 30363117.73, 944.39, 40255345040.30
22-Sep-2016, 127.57, $1339.10, 95.398890, 127.74865276, 127.606, $127.58, -0.0200%, 17556208, 30572995.28, 950.92, 40930668345.66
23-Sep-2016, 127.65, $1338.65, 95.397840, 127.70431747, 127.580, $127.65, 0.0546%, 7595144, 30582535.07, 951.22, 40929233750.29
26-Sep-2016, 127.55, $1340.50, 95.394750, 127.87665802, 127.509, $127.57, 0.0475%, 5813966, 30582535.07, 951.22, 40984468894.44
27-Sep-2016, 126.62, $1327.00, 95.393430, 126.58708663, 126.582, $126.61, 0.0219%, 6079036, 30515759.67, 949.14, 40482550308.41
28-Sep-2016, 126.22, $1322.50, 95.392300, 126.15631163, 126.233, $126.22, -0.0100%, 6562386, 30515759.67, 949.14, 40344788458.47
29-Sep-2016, 126.07, $1318.10, 95.391160, 125.73508335, 126.038, $126.07, 0.0250%, 6746772, 30515759.67, 949.14, 40210079656.72
30-Sep-2016, 125.64, $1322.50, 95.390210, 126.15355872, 125.681, $125.66, -0.0170%, 10815700, 30477603.58, 947.95, 40293446656.34
03-Oct-2016, 125.32, $1313.30, 95.386850, 125.27154375, 125.279, $125.31, 0.0246%, 9342266, 30477603.58, 947.95, 40011731074.70
04-Oct-2016, 120.97, $1283.30, 95.384990, 122.40755949, 120.972, $121.00, 0.0231%, 24287494, 30477603.58, 947.95, 39096974502.56
05-Oct-2016, 120.78, $1269.40, 95.383550, 121.07987475, 120.822, $120.79, -0.0268%, 14593755, 30467217.51, 947.63, 38672911995.41
06-Oct-2016, 119.66, $1254.50, 95.382440, 119.65726868, 119.681, $119.65, -0.0260%, 16032930, 30467217.51, 947.63, 38218531616.70
07-Oct-2016, 119.74, $1258.75, 95.381410, 120.06135579, 119.737, $119.73, -0.0059%, 17335756, 30829666.87, 958.90, 38803830168.26
10-Oct-2016, 120.16, $1259.50, 95.378280, 120.12894937, 120.151, $120.15, -0.0007%, 4748249, 30829666.87, 958.90, 38825676436.63
11-Oct-2016, 119.55, $1253.45, 95.377190, 119.55053685, 119.565, $119.55, -0.0124%, 5808735, 30829666.87, 958.90, 38638733509.26
12-Oct-2016, 119.74, $1256.50, 95.376170, 119.84015942, 119.709, $119.72, 0.0088%, 4576773, 30829666.87, 958.90, 38732339524.56
13-Oct-2016, 120.03, $1261.05, 95.375170, 120.27286048, 120.025, $120.02, -0.0041%, 6921038, 30915504.52, 961.57, 38980434079.88
14-Oct-2016, 119.36, $1251.75, 95.374030, 119.38443646, 119.370, $119.35, -0.0169%, 6507409, 31039490.76, 965.43, 38847695630.50
17-Oct-2016, 119.68, $1254.80, 95.370930, 119.67144397, 119.662, $119.66, -0.0016%, 4239087, 31096713.32, 967.21, 39012890735.10
18-Oct-2016, 120.42, $1258.20, 95.369930, 119.99445050, 120.414, $120.43, 0.0132%, 4576796, 31096713.32, 967.21, 39118190863.17
19-Oct-2016, 121.11, $1269.05, 95.369050, 121.02809145, 121.047, $121.09, 0.0354%, 5631526, 31096713.32, 967.21, 39455157812.64
20-Oct-2016, 120.74, $1271.65, 95.368040, 121.27477299, 120.741, $120.76, 0.0160%, 6493203, 31192081.36, 970.17, 39656850764.00
21-Oct-2016, 120.83, $1266.05, 95.366910, 120.73927348, 120.811, $120.84, 0.0242%, 6557871, 30658026.66, 953.56, 38805602479.16
24-Oct-2016, 120.56, $1265.55, 95.363760, 120.68760998, 120.564, $120.57, 0.0053%, 5076600, 30658026.66, 953.56, 38788997847.16
25-Oct-2016, 121.47, $1269.40, 95.362790, 121.05353102, 121.459, $121.47, 0.0092%, 6011374, 30762925.73, 956.83, 39039763749.58
26-Oct-2016, 120.79, $1270.50, 95.361770, 121.15713105, 120.823, $120.80, -0.0193%, 3899352, 30305189.24, 942.59, 38491620545.85
27-Oct-2016, 121.01, $1266.25, 95.360630, 120.75040314, 121.056, $121.04, -0.0128%, 4232578, 30305189.24, 942.59, 38362403077.09
28-Oct-2016, 121.58, $1273.00, 95.359740, 121.39295075, 121.598, $121.59, -0.0066%, 11116677, 30305189.24, 942.59, 38566540452.78
31-Oct-2016, 121.94, $1272.00, 95.356580, 121.29357151, 121.789, $121.93, 0.1154%, 7091562, 30305189.24, 942.59, 38534967668.49
01-Nov-2016, 122.73, $1288.45, 95.355950, 122.86137950, 122.833, $122.74, -0.0755%, 12031800, 30391009.59, 945.26, 39143635503.56
02-Nov-2016, 123.64, $1303.75, 95.355300, 124.31947233, 123.628, $123.63, 0.0015%, 14953944, 30391009.59, 945.26, 39608183883.24
03-Nov-2016, 124.30, $1301.00, 95.354180, 124.05579241, 124.204, $124.29, 0.0696%, 9914073, 30533404.85, 949.69, 39722664721.56
04-Nov-2016, 124.39, $1302.80, 95.353140, 124.22607411, 124.417, $124.38, -0.0296%, 7850504, 30533404.85, 949.69, 39777188931.10
07-Nov-2016, 122.15, $1283.05, 95.349910, 122.33870414, 122.220, $122.13, -0.0732%, 9837551, 30533404.85, 949.69, 39172853065.15
08-Nov-2016, 121.64, $1282.35, 95.348860, 122.27061407, 121.675, $121.62, -0.0449%, 8979548, 30533404.85, 949.69, 39151050624.45
09-Nov-2016, 121.56, $1281.40, 95.347810, 122.17868568, 121.564, $121.54, -0.0195%, 17801092, 30705030.90, 955.03, 39341536785.83
10-Nov-2016, 119.75, $1267.50, 95.346660, 120.85189563, 119.789, $119.77, -0.0157%, 21827252, 30275970.93, 941.68, 38370476881.44
11-Nov-2016, 117.10, $1267.50, 95.345350, 117.88975681, 117.032, $117.07, 0.0328%, 20380602, 30047142.09, 934.56, 37147062368.50
14-Nov-2016, 116.11, $1213.60, 95.341950, 115.70698647, 116.069, $116.13, 0.0523%, 20704978, 29865992.39, 928.93, 36239428153.92
15-Nov-2016, 117.12, $1226.95, 95.341070, 116.97872809, 117.084, $117.09, 0.0055%, 9090950, 29818321.85, 927.45, 36579248275.53
16-Nov-2016, 116.77, $1229.20, 95.340060, 117.19199839, 116.787, $116.78, -0.0058%, 5247932, 29780185.83, 926.26, 36599061095.28
17-Nov-2016, 116.17, $1226.75, 95.338980, 116.95709047, 116.233, $116.15, -0.0710%, 10173642, 29599041.77, 920.63, 36303480875.91
18-Nov-2016, 115.15, $1211.00, 95.337690, 115.45394082, 115.216, $115.18, -0.0309%, 9873107, 29427433.93, 915.29, 35629086133.93
21-Nov-2016, 115.58, $1214.25, 95.334610, 115.76005474, 115.569, $115.57, 0.0005%, 6612550, 29217697.78, 908.76, 35468880781.28
22-Nov-2016, 115.54, $1212.25, 95.333530, 115.56807221, 115.563, $115.55, -0.0115%, 5406827, 29093764.19, 904.91, 35259818832.78
23-Nov-2016, 113.25, $1185.35, 95.331930, 113.00170024, 113.278, $113.24, -0.0337%, 20778657, 28664770.51, 891.57, 33968311079.15
24-Nov-2016, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
25-Nov-2016, 112.61, $1187.70, 95.329890, 113.22331274, 112.885, $112.60, -0.2524%, 5486912, 28455044.75, 885.04, 33785836526.40
28-Nov-2016, 113.80, $1187.00, 95.326740, 113.15284001, 113.806, $113.79, -0.0139%, 5499180, 28455044.75, 885.04, 33764807458.31
29-Nov-2016, 113.27, $1186.55, 95.325680, 113.10868902, 113.318, $113.28, -0.0339%, 7363635, 28455044.75, 885.04, 33751632803.21
30-Nov-2016, 111.75, $1178.10, 95.324400, 112.30167704, 111.801, $111.77, -0.0279%, 8760912, 28416914.99, 883.86, 33465899758.92
01-Dec-2016, 111.54, $1161.85, 95.322880, 110.75088323, 111.588, $111.55, -0.0339%, 10185442, 27978429.74, 870.22, 32494309115.88
02-Dec-2016, 112.14, $1173.50, 95.322190, 111.86059355, 112.085, $112.11, 0.0227%, 6477791, 27978429.74, 870.22, 32819898148.33
05-Dec-2016, 111.54, $1162.20, 95.318680, 110.77936727, 111.513, $111.52, 0.0060%, 9499307, 27968046.17, 869.90, 32502666358.44
06-Dec-2016, 111.43, $1172.50, 95.317680, 111.75997915, 111.398, $111.41, 0.0110%, 5331706, 27968046.17, 869.90, 32790377883.46
07-Dec-2016, 111.83, $1177.65, 95.316660, 112.24966734, 111.816, $111.81, -0.0053%, 4889388, 27767881.19, 863.67, 32698328100.40
08-Dec-2016, 111.57, $1171.05, 95.315580, 111.61930572, 111.595, $111.57, -0.0228%, 5804748, 27672565.61, 860.71, 32403084445.19
09-Dec-2016, 110.40, $1163.60, 95.314480, 110.90792624, 110.427, $110.41, -0.0150%, 10318938, 27567719.68, 857.45, 32074572266.61
12-Dec-2016, 110.82, $1156.10, 95.311270, 110.18935733, 110.785, $110.80, 0.0135%, 6006478, 27529595.17, 856.26, 31822686396.24
13-Dec-2016, 110.45, $1158.55, 95.310250, 110.42169122, 110.455, $110.44, -0.0136%, 7571885, 27529595.17, 856.26, 31889784423.48
14-Dec-2016, 108.83, $1162.25, 95.309250, 110.77317636, 108.776, $108.88, 0.0952%, 12745378, 27310383.89, 849.44, 31736515027.89
15-Dec-2016, 107.34, $1126.95, 95.307740, 107.40705495, 107.402, $107.38, -0.0208%, 13652806, 27081645.32, 842.33, 30514344305.78
16-Dec-2016, 108.05, $1131.60, 95.306760, 107.84913120, 108.054, $108.02, -0.0315%, 9698260, 26910093.15, 836.99, 30445809739.38
19-Dec-2016, 108.59, $1136.25, 95.303710, 108.28883937, 108.551, $108.57, 0.0176%, 5118428, 26624182.02, 828.10, 30245072832.60
20-Dec-2016, 107.79, $1125.70, 95.302470, 107.28198832, 107.816, $107.82, 0.0040%, 7130501, 26624182.02, 828.10, 29963859337.62
21-Dec-2016, 107.85, $1133.65, 95.301580, 108.03863550, 107.848, $107.84, -0.0074%, 5105168, 26509820.12, 824.54, 30045544530.63
22-Dec-2016, 107.59, $1131.35, 95.300490, 107.81820693, 107.575, $107.57, -0.0048%, 4916383, 26509820.12, 824.54, 29984243346.31
23-Dec-2016, 107.93, $1131.35, 95.299440, 107.78366205, 107.915, $107.91, -0.0048%, 4781501, 26509820.12, 824.54, 29974636416.49
26-Dec-2016, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Dec-2016, 108.56, $1131.35, 95.295260, 107.77893737, 108.551, $108.54, -0.0100%, 3623250, 26471702.02, 823.36, 29930210905.80
28-Dec-2016, 108.86, $1134.60, 95.294310, 108.12092181, 108.826, $108.84, 0.0128%, 5054025, 26471702.02, 823.36, 30025179986.40
29-Dec-2016, 110.29, $1145.90, 95.293560, 109.19689556, 110.253, $110.29, 0.0338%, 7444764, 26471702.02, 823.36, 30323977898.02
30-Dec-2016, 109.61, $1159.10, 95.292880, 110.45397270, 109.625, $109.60, -0.0227%, 8789170, 26433584.87, 822.17, 30628886626.90
02-Jan-2017, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
03-Jan-2017, 110.47, $1151.00, 95.288450, 109.67700801, 110.496, $110.49, -0.0059%, 9348809, 26166777.21, 813.87, 30106338705.19
04-Jan-2017, 110.86, $1164.25, 95.287830, 110.93885163, 110.867, $110.87, 0.0024%, 4863038, 26166777.21, 813.87, 30452714771.15
05-Jan-2017, 112.58, $1176.70, 95.287180, 112.12442204, 112.547, $112.57, 0.0208%, 8511340, 26157754.31, 813.59, 30778153848.86
06-Jan-2017, 111.75, $1175.85, 95.286130, 112.04219565, 111.754, $111.78, 0.0229%, 7070485, 26157754.31, 813.59, 30755582706.53
09-Jan-2017, 112.67, $1178.50, 95.283020, 112.29103411, 112.686, $112.68, -0.0057%, 5656311, 25881433.55, 805.00, 30498244851.12
10-Jan-2017, 113.15, $1189.50, 95.282060, 113.33800910, 113.128, $113.15, 0.0191%, 5983438, 25881433.55, 805.00, 30782603272.86
11-Jan-2017, 113.50, $1178.55, 95.280920, 112.29332599, 113.518, $113.50, -0.0156%, 9835838, 25881433.55, 805.00, 30498867337.68
12-Jan-2017, 113.91, $1205.05, 95.280130, 114.81731803, 113.984, $113.90, -0.0734%, 8441763, 25881433.55, 805.00, 31184383576.29
13-Jan-2017, 114.21, $1190.35, 95.278930, 113.41527587, 114.168, $114.19, 0.0193%, 7253340, 25976712.48, 807.96, 30917004200.18
16-Jan-2017, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Jan-2017, 115.85, $1216.05, 95.275100, 115.85927935, 115.826, $115.85, 0.0208%, 9116896, 25976712.48, 807.96, 31583239549.90
18-Jan-2017, 114.87, $1214.75, 95.274030, 115.73413087, 114.858, $114.88, 0.0195%, 6466336, 25976712.48, 807.96, 31549124076.07
19-Jan-2017, 114.77, $1196.05, 95.272700, 113.95091391, 114.761, $114.79, 0.0255%, 6417046, 25976712.48, 807.96, 31063019132.35
20-Jan-2017, 115.05, $1200.55, 95.271730, 114.37847631, 115.074, $115.03, -0.0382%, 11677594, 26014821.17, 809.15, 31225324030.99
23-Jan-2017, 115.79, $1212.85, 95.268830, 115.54679945, 115.804, $115.79, -0.0121%, 6343675, 25948132.99, 807.07, 31463393489.66
24-Jan-2017, 115.27, $1216.80, 95.267860, 115.92193422, 115.250, $115.25, -0.0003%, 5758986, 25852865.13, 804.11, 31449620755.37
25-Jan-2017, 114.32, $1195.00, 95.266370, 113.84330932, 114.313, $114.32, 0.0061%, 6679537, 25690912.30, 799.07, 30692156187.88
26-Jan-2017, 113.26, $1189.70, 95.265210, 113.33701592, 113.256, $113.28, 0.0212%, 5344951, 25690912.30, 799.07, 30555659492.48
27-Jan-2017, 113.49, $1184.85, 95.264050, 112.87360934, 113.445, $113.48, 0.0307%, 6363097, 25690912.30, 799.07, 30430725076.78
30-Jan-2017, 113.97, $1192.80, 95.261120, 113.62746714, 113.937, $113.96, 0.0201%, 6873789, 25690912.30, 799.07, 30633965140.05
31-Jan-2017, 115.55, $1212.80, 95.260600, 115.53205505, 115.494, $115.51, 0.0139%, 10405241, 25690912.30, 799.07, 31147442040.48
01-Feb-2017, 115.20, $1203.65, 95.259310, 114.65887028, 115.157, $115.18, 0.0199%, 6930687, 26033845.82, 809.74, 31324803353.77
02-Feb-2017, 115.84, $1221.95, 95.258760, 116.40144299, 115.823, $115.82, -0.0028%, 7058812, 26081475.20, 811.22, 31859074946.54
03-Feb-2017, 116.13, $1215.20, 95.257530, 115.75695206, 116.095, $116.14, 0.0387%, 8875367, 26187146.65, 814.50, 31821586118.28
06-Feb-2017, 117.70, $1226.75, 95.254450, 116.85339458, 117.654, $117.68, 0.0225%, 8432646, 26320502.88, 818.65, 32286592924.91
07-Feb-2017, 117.46, $1231.00, 95.253430, 117.25696710, 117.433, $117.46, 0.0228%, 8607440, 26587212.48, 826.95, 32726419533.09
08-Feb-2017, 118.19, $1242.10, 95.252450, 118.31306239, 118.146, $118.17, 0.0200%, 9566021, 26768192.14, 832.58, 33245970541.26
09-Feb-2017, 117.29, $1236.80, 95.251370, 117.80689088, 117.254, $117.30, 0.0389%, 8116306, 26768192.14, 832.58, 33103736338.28
10-Feb-2017, 117.60, $1228.30, 95.250260, 116.99589473, 117.529, $117.57, 0.0346%, 8620601, 26901542.50, 836.72, 33039640670.02
13-Feb-2017, 116.80, $1222.25, 95.247070, 116.41572910, 116.785, $116.78, -0.0045%, 7312570, 27034888.40, 840.87, 33038783922.48
14-Feb-2017, 116.93, $1230.75, 95.246120, 117.22415746, 116.938, $116.93, -0.0072%, 6916816, 27034888.40, 840.87, 33268215886.68
15-Feb-2017, 117.45, $1224.40, 95.245000, 116.61797619, 117.409, $117.43, 0.0183%, 7074634, 27120608.90, 843.54, 33201137823.70
16-Feb-2017, 118.08, $1240.55, 95.244150, 118.15513526, 118.060, $118.05, -0.0084%, 6301899, 27120608.90, 843.54, 33638767009.34
17-Feb-2017, 117.68, $1241.95, 95.243130, 118.28720338, 117.716, $117.67, -0.0389%, 6968217, 27044414.40, 841.17, 33581737037.45
20-Feb-2017, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
21-Feb-2017, 117.75, $1233.20, 95.238810, 117.44850416, 117.763, $117.73, -0.0278%, 5799965, 27044414.40, 841.17, 33343630330.98
22-Feb-2017, 117.91, $1236.65, 95.237830, 117.77586167, 117.936, $117.91, -0.0219%, 6000944, 27044414.40, 841.17, 33436567128.50
23-Feb-2017, 118.94, $1247.90, 95.236990, 118.84623821, 118.922, $118.95, 0.0232%, 7186585, 27044414.40, 841.17, 33740447028.06
24-Feb-2017, 119.70, $1253.65, 95.236050, 119.39267682, 119.729, $119.71, -0.0158%, 9241009, 27044414.40, 841.17, 33895580948.34
27-Feb-2017, 119.12, $1257.20, 95.233000, 119.72692217, 119.179, $119.14, -0.0330%, 8282320, 27044414.40, 841.17, 33990473204.25
28-Feb-2017, 119.23, $1255.60, 95.231920, 119.57319520, 119.202, $119.21, 0.0069%, 8503294, 27044414.40, 841.17, 33946830117.09
01-Mar-2017, 119.06, $1240.40, 95.230530, 118.12394330, 119.000, $119.03, 0.0252%, 8296084, 27120598.82, 843.54, 33629886662.69
02-Mar-2017, 117.58, $1238.10, 95.229430, 117.90355259, 117.630, $117.59, -0.0342%, 10818206, 27177736.48, 845.32, 33637883556.66
03-Mar-2017, 117.51, $1226.50, 95.228090, 116.79725424, 117.569, $117.53, -0.0328%, 10484306, 27025371.53, 840.58, 33135381030.29
06-Mar-2017, 116.72, $1230.95, 95.225090, 117.21731845, 116.770, $116.72, -0.0426%, 4867405, 26902866.65, 836.77, 33113892455.77
07-Mar-2017, 115.78, $1216.65, 95.223970, 115.85423995, 115.790, $115.76, -0.0263%, 6472676, 26902866.65, 836.77, 32728822786.67
08-Mar-2017, 115.06, $1209.20, 95.222880, 115.14350426, 115.124, $115.07, -0.0473%, 6978967, 26902866.65, 836.77, 32528039954.53
09-Mar-2017, 114.47, $1206.55, 95.221820, 114.88988201, 114.461, $114.45, -0.0099%, 6159603, 26817167.02, 834.10, 32352990769.29
10-Mar-2017, 114.72, $1202.65, 95.220740, 114.51722447, 114.693, $114.69, -0.0029%, 7593993, 26531504.80, 825.22, 31904498741.88
13-Mar-2017, 114.74, $1204.20, 95.217630, 114.66106683, 114.659, $114.72, 0.0531%, 5054156, 26750505.34, 832.03, 32208293681.21
14-Mar-2017, 114.12, $1204.60, 95.216590, 114.69790245, 114.146, $114.14, -0.0049%, 4599451, 26845721.93, 834.99, 32333338702.81
15-Mar-2017, 116.25, $1198.80, 95.215470, 114.14430963, 116.125, $116.22, 0.0820%, 13116788, 26988545.14, 839.43, 32348497342.14
16-Mar-2017, 116.73, $1229.35, 95.214820, 117.05234247, 116.781, $116.75, -0.0265%, 9179885, 26912373.28, 837.06, 33078991985.27
17-Mar-2017, 116.99, $1229.60, 95.213780, 117.07486729, 117.046, $116.98, -0.0566%, 4041106, 26817159.50, 834.10, 32968282631.46
20-Mar-2017, 117.51, $1232.40, 95.210700, 117.33766328, 117.528, $117.56, 0.0272%, 3670980, 26693385.59, 830.25, 32889747011.64
21-Mar-2017, 118.54, $1241.60, 95.209810, 118.21249744, 118.487, $118.52, 0.0281%, 9468326, 26826679.33, 834.40, 33300460532.36
22-Mar-2017, 118.83, $1249.05, 95.208890, 118.92066797, 118.911, $118.81, -0.0851%, 7238007, 26826679.33, 834.40, 33499952166.57
23-Mar-2017, 118.67, $1247.50, 95.207820, 118.77175771, 118.546, $118.65, 0.0876%, 6128137, 26826679.33, 834.40, 33458004146.53
24-Mar-2017, 118.86, $1247.50, 95.206780, 118.77045610, 118.528, $118.83, 0.2551%, 6756336, 26769555.26, 832.62, 33386375208.64
27-Mar-2017, 119.53, $1257.55, 95.203860, 119.72361675, 119.514, $119.52, 0.0049%, 8516988, 26855238.73, 835.28, 33762059921.18
28-Mar-2017, 119.04, $1257.25, 95.202810, 119.69373561, 119.037, $119.03, -0.0057%, 6962574, 26798117.05, 833.51, 33681817202.95
29-Mar-2017, 119.33, $1251.10, 95.201630, 119.10675719, 119.288, $119.29, 0.0020%, 4882207, 26798117.05, 833.51, 33516641473.43
30-Mar-2017, 118.47, $1248.80, 95.200530, 118.88642208, 118.487, $118.46, -0.0224%, 6853616, 26760036.84, 832.32, 33407084605.28
31-Mar-2017, 118.72, $1244.85, 95.199390, 118.50895912, 118.766, $118.74, -0.0219%, 8144023, 26760036.84, 832.32, 33301017513.12
03-Apr-2017, 119.35, $1247.25, 95.196320, 118.73361595, 119.276, $119.33, 0.0451%, 6045856, 26902831.32, 836.76, 33542246496.90
04-Apr-2017, 119.62, $1257.65, 95.195570, 119.72270899, 119.578, $119.60, 0.0184%, 4560895, 26902831.32, 836.76, 33821665290.13
05-Apr-2017, 119.62, $1245.80, 95.194190, 118.59291888, 119.569, $119.61, 0.0346%, 8035237, 26902831.32, 836.76, 33502499584.35
06-Apr-2017, 119.18, $1252.50, 95.193340, 119.22966169, 119.163, $119.17, 0.0059%, 4544231, 26902831.32, 836.76, 33682379428.14
07-Apr-2017, 119.46, $1266.45, 95.192370, 120.55637447, 119.462, $119.44, -0.0181%, 12149824, 26893877.75, 836.49, 34057175788.02
10-Apr-2017, 119.46, $1250.05, 95.189120, 118.99115522, 119.400, $119.43, 0.0247%, 4594049, 26950991.23, 838.26, 33686396046.37
11-Apr-2017, 121.19, $1252.90, 95.188100, 119.26116695, 121.160, $121.16, -0.0001%, 12384339, 27084254.57, 842.41, 33929802002.30
12-Apr-2017, 122.02, $1274.30, 95.187250, 121.29710673, 122.021, $122.00, -0.0168%, 9152940, 27084254.57, 842.41, 34509026864.73
13-Apr-2017, 122.60, $1284.15, 95.186300, 122.23348214, 122.546, $122.62, 0.0606%, 9344334, 27293664.43, 848.92, 35044339339.18
14-Apr-2017, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Apr-2017, 122.24, $1284.15, 95.182120, 122.22812408, 122.181, $122.22, 0.0323%, 8376469, 27293664.43, 848.92, 35042803174.22
18-Apr-2017, 122.82, $1278.95, 95.181010, 121.73175320, 122.712, $122.82, 0.0879%, 10900161, 27293664.43, 848.92, 34900493643.85
19-Apr-2017, 121.73, $1279.05, 95.179970, 121.73993899, 121.768, $121.73, -0.0316%, 8388909, 27674384.31, 860.76, 35389800271.74
20-Apr-2017, 121.96, $1282.10, 95.178970, 122.02895901, 121.929, $121.94, 0.0090%, 11703608, 27464990.57, 854.25, 35205354679.07
21-Apr-2017, 122.31, $1281.85, 95.177920, 122.00382216, 122.304, $122.28, -0.0193%, 14315683, 27607757.45, 858.69, 35381108419.69
24-Apr-2017, 121.48, $1269.40, 95.174570, 120.81459450, 121.452, $121.46, 0.0064%, 11010747, 27655344.74, 860.17, 35096639703.99
25-Apr-2017, 120.25, $1267.80, 95.173490, 120.66095359, 120.290, $120.25, -0.0331%, 10322855, 27464997.76, 854.25, 34810685115.38
